"","Country","City","AQI Value","AQI Category","lat","lng"
"12903","United Republic of Tanzania","Morogoro",56,"Moderate",-6.8242,37.6633
"12904","United Republic of Tanzania","Musoma",46,"Good",-1.5,33.8
"12905","Zambia","Nakonde",19,"Good",-9.3272,32.7583
"12906","Belgium","Namur",35,"Good",50.4667,4.8667
"12907","Colombia","Natagaima",45,"Good",3.5833,-75.0833
"12908","United States of America","New Brighton",46,"Good",53.432,-3.049
"12909","United States of America","New Brighton",46,"Good",45.0658,-93.206
"12910","United States of America","Newberry",65,"Moderate",40.1286,-76.7919
"12911","United States of America","Newberry",65,"Moderate",34.2813,-81.601
"12912","Belgium","Nijlen",38,"Good",51.1667,4.65
"12913","Germany","Donzdorf",29,"Good",48.6833,9.8167
"12914","United Kingdom of Great Britain and Northern Ireland","Dorchester",35,"Good",50.7154,-2.4367
"12915","United States of America","Easthampton",44,"Good",42.2651,-72.672
"12916","Austria","Eisenstadt",44,"Good",47.85,16.5167
"12917","United States of America","Elk River",43,"Good",45.3314,-93.567
"12918","Central African Republic","Mobaye",79,"Moderate",4.3167,21.1833
"12919","Ghana","Sunyani",54,"Moderate",7.3333,-2.3333
"12920","Brazil","Tapes",20,"Good",-30.6728,-51.3958
"12921","Germany","Viersen",53,"Moderate",51.2561,6.3972
"12922","Netherlands","Vlaardingen",54,"Moderate",51.9,4.35
"12923","Germany","Waltrop",60,"Moderate",51.6167,7.3833
"12924","Democratic Republic of the Congo","Wamba",33,"Good",2.1442,27.9929
"12925","Somalia","Wanlaweyn",29,"Good",2.6167,44.9
"12926","China","Huanren",55,"Moderate",41.2671,125.3529
"12927","Mexico","Huauchinango",183,"Unhealthy",20.1767,-98.0528
"12928","United States of America","Huntsville",75,"Moderate",34.6981,-86.6412
"12929","United States of America","Huntsville",75,"Moderate",30.7009,-95.5567
"12930","United States of America","Huntsville",75,"Moderate",45.3333,-79.2167
"12931","Brazil","Ibimirim",21,"Good",-8.5408,-37.6903
"12932","Russian Federation","Ostrogozhsk",33,"Good",50.8667,39.0667
"12933","Spain","Osuna",30,"Good",37.2333,-5.1
"12934","Brazil","Ouro Branco",63,"Moderate",-20.5208,-43.6919
"12935","Brazil","Ouro Branco",63,"Moderate",-9.1667,-37.3567
"12936","Chile","Ovalle",49,"Good",-30.6,-71.2
"12937","Gabon","Oyem",40,"Good",1.6,11.5667
"12938","Mexico","Palenque",77,"Moderate",17.4333,-91.8
"12939","United States of America","Paradise",52,"Moderate",36.0872,-115.1355
"12940","United States of America","Paradise",52,"Moderate",47.5333,-52.8667
"12941","Brazil","Passos",68,"Moderate",-20.7189,-46.61
"12942","Ukraine","Pavlohrad",39,"Good",48.52,35.87
"12943","France","Pessac",54,"Moderate",44.8067,-0.6311
"12944","Italy","Pianoro",33,"Good",44.3833,11.3333
"12945","United States of America","Pine Bluff",68,"Moderate",34.2116,-92.0173
"12946","Jamaica","Portmore",64,"Moderate",17.95,-76.8799
"12947","China","Puli",148,"Unhealthy for Sensitive Groups",23.9667,120.9667
"12948","India","Pushkar",177,"Unhealthy",26.4903,74.5542
"12949","China","Qinggang",105,"Unhealthy for Sensitive Groups",46.69,126.1
"12950","United States of America","Reno",28,"Good",39.5497,-119.8483
"12951","Italy","Rivarolo Canavese",86,"Moderate",45.3312,7.7171
"12952","Austria","Salzburg",70,"Moderate",47.8,13.045
"12953","Mexico","San Buenaventura",58,"Moderate",34.2741,-119.2314
"12954","Mexico","San Buenaventura",58,"Moderate",27.0625,-101.5467
"12955","Mexico","San Salvador El Seco",111,"Unhealthy for Sensitive Groups",19.1333,-97.65
"12956","United States of America","San Sebastian",132,"Unhealthy for Sensitive Groups",11.7,125.0167
"12957","France","Sarrebourg",63,"Moderate",48.7347,7.0539
"12958","India","Satna",193,"Unhealthy",24.6005,80.8322
"12959","Indonesia","Sawangan",205,"Very Unhealthy",-6.4086,106.7647
"12960","Russian Federation","Shalushka",49,"Good",43.5261,43.5594
"12961","United States of America","Sylacauga",76,"Moderate",33.178,-86.2605
"12962","China","Taipei",167,"Unhealthy",25.0375,121.5625
"12963","China","Taiyuan",138,"Unhealthy for Sensitive Groups",37.8733,112.5425
"12964","Ukraine","Stakhanov",37,"Good",48.5681,38.6586
"12965","United States of America","Statesboro",57,"Moderate",32.4375,-81.7751
"12966","Japan","Sukumo",49,"Good",32.9333,132.7167
"12967","United States of America","Westmont",122,"Unhealthy for Sensitive Groups",33.9417,-118.3018
"12968","United States of America","Westmont",122,"Unhealthy for Sensitive Groups",39.9082,-75.0551
"12969","United States of America","Westmont",122,"Unhealthy for Sensitive Groups",41.7948,-87.9742
"12970","Germany","Wolgast",49,"Good",54.05,13.7667
"12971","United Kingdom of Great Britain and Northern Ireland","Wolverhampton",32,"Good",52.5833,-2.1333
"12972","China","Yangmei",128,"Unhealthy for Sensitive Groups",24.9167,121.15
"12973","China","Yangmei",128,"Unhealthy for Sensitive Groups",22.8728,112.7802
"12974","United States of America","Zachary",60,"Moderate",30.6643,-91.1634
"12975","Myanmar","Ye",34,"Good",15.2467,97.8556
"12976","China","Yichun",46,"Good",27.8041,114.383
"12977","China","Yichun",46,"Good",47.7235,128.8893
"12978","Mexico","Zacatecas",44,"Good",22.7736,-102.5736
"12979","Mexico","Zacatelco",209,"Very Unhealthy",19.2167,-98.2333
"12980","Croatia","Zadar",71,"Moderate",44.1194,15.2319
"12981","Peru","Zarumilla",51,"Moderate",-3.5014,-80.2722
"12982","Kazakhstan","Zaysan",33,"Good",47.4667,84.8667
"12983","Ukraine","Zhovkva",67,"Moderate",50.0667,23.9667
"12984","Spain","Zumarraga",61,"Moderate",11.639,124.841
"12985","Netherlands","Zeist",31,"Good",52.0906,5.2331
"12986","Russian Federation","Zelenokumsk",54,"Moderate",44.4167,43.9167
"12987","Colombia","Fresno",64,"Moderate",36.783,-119.7939
"12988","Colombia","Fresno",64,"Moderate",5.1556,-75.0403
"12989","Colombia","Fresno",64,"Moderate",29.5357,-95.4696
"12990","China","Gaoyou",188,"Unhealthy",32.7847,119.4432
"12991","Turkmenistan","Gazojak",55,"Moderate",41.1833,61.4
"12992","Turkey","Gerede",39,"Good",40.8006,32.1986
"12993","United States of America","Greeley",63,"Moderate",40.4152,-104.7706
"12994","Australia","Goulburn",22,"Good",-34.7547,149.6186
"12995","South Africa","Boksburg",500,"Hazardous",-26.2125,28.2625
"12996","Bosnia and Herzegovina","Bosanska Krupa",55,"Moderate",44.8833,16.15
"12997","Netherlands","Boxtel",30,"Good",51.5833,5.3333
"12998","United States of America","Brent",85,"Moderate",30.4727,-87.2495
"12999","Netherlands","Breukelen",35,"Good",52.1717,5.0017
"13000","United States of America","Buffalo",39,"Good",42.9018,-78.8487
"13001","United States of America","Buffalo",39,"Good",45.1794,-93.8644
"13002","United Kingdom of Great Britain and Northern Ireland","Bury Saint Edmunds",26,"Good",52.2474,0.7183
"13003","United Republic of Tanzania","Butiama",26,"Good",-1.7667,33.9667
"13004","Colombia","Carepa",18,"Good",7.7578,-76.6553
"13005","Italy","Cascina",43,"Good",43.6833,10.55
"13006","Uganda","Fort Portal",65,"Moderate",0.6544,30.2744
"13007","United States of America","Franklin Square",65,"Moderate",40.7002,-73.6775
"13008","Denmark","Fredericia",36,"Good",55.5667,9.75
"13009","China","Fuxin",101,"Unhealthy for Sensitive Groups",42.0127,121.6486
"13010","Philippines","Gapan",71,"Moderate",15.3122,120.9489
"13011","Belgium","Gerpinnes",39,"Good",50.3369,4.5283
"13012","Italy","Giffoni Valle Piana",51,"Moderate",40.7167,14.9333
"13013","Côte d'Ivoire","Daloa",72,"Moderate",6.8833,-6.45
"13014","Germany","Dassel",36,"Good",51.8033,9.6903
"13015","Belgium","De Haan",32,"Good",51.2731,3.0336
"13016","Indonesia","Denpasar",39,"Good",-8.65,115.2167
"13017","India","Dhuburi",80,"Moderate",26.02,90
"13018","Brazil","Dom Pedro",52,"Moderate",-5.0328,-44.4358
"13019","India","Channagiri",60,"Moderate",14.024,75.9258
"13020","Russian Federation","Chegdomyn",30,"Good",51.1178,133.0241
"13021","Guatemala","Chicacao",108,"Unhealthy for Sensitive Groups",14.5428,-91.3288
"13022","Ecuador","Chone",31,"Good",-0.6833,-80.1
"13023","United States of America","Citrus",116,"Unhealthy for Sensitive Groups",34.116,-117.8891
"13024","Italy","Civita Castellana",43,"Good",42.2961,12.41
"13025","Brazil","Colinas",27,"Good",-6.0258,-44.2489
"13026","Guatemala","Comitancillo",82,"Moderate",15.0906,-91.7486
"13027","Brazil","Conselheiro Lafaiete",70,"Moderate",-20.66,-43.7858
"13028","United States of America","El Paso",100,"Unhealthy for Sensitive Groups",31.8476,-106.43
"13029","United States of America","El Paso",100,"Unhealthy for Sensitive Groups",9.6622,-73.7519
"13030","Brazil","Espumoso",22,"Good",-28.725,-52.85
"13031","United States of America","Eufaula",81,"Moderate",31.9102,-85.1505
"13032","Russian Federation","Berezniki",28,"Good",59.4167,56.7833
"13033","United States of America","Bettendorf",57,"Moderate",41.5657,-90.4765
"13034","Germany","Schermbeck",32,"Good",51.695,6.8756
"13035","Germany","Schweinfurt",64,"Moderate",50.05,10.2333
"13036","France","Seclin",48,"Good",50.5483,3.0294
"13037","India","Singur",169,"Unhealthy",22.81,88.23
"13038",NA,"Sitangkai",36,"Good",4.6615,119.3919
"13039","Colombia","Soledad",110,"Unhealthy for Sensitive Groups",10.9167,-74.75
"13040","Colombia","Soledad",110,"Unhealthy for Sensitive Groups",36.4432,-121.3426
"13041","Costa Rica","San Isidro",52,"Moderate",14.4685,121.0118
"13042","Costa Rica","San Isidro",52,"Moderate",-34.4667,-58.5167
"13043","Costa Rica","San Isidro",52,"Moderate",9.9737,-83.9861
"13044","Costa Rica","San Isidro",52,"Moderate",15.3097,120.9069
"13045","Costa Rica","San Isidro",52,"Moderate",9.3403,-83.7338
"13046","Costa Rica","San Isidro",52,"Moderate",11.4167,124.35
"13047","Costa Rica","San Isidro",52,"Moderate",12.388,124.331
"13048","Costa Rica","San Isidro",52,"Moderate",16.8667,121.7667
"13049","Costa Rica","San Isidro",52,"Moderate",10.0299,-84.0431
"13050","Costa Rica","San Isidro",52,"Moderate",12.9283,-86.1922
"13051","Costa Rica","San Isidro",52,"Moderate",9.8,124.3
"13052","Costa Rica","San Isidro",52,"Moderate",9.9369,126.0886
"13053","Colombia","San Juan Nepomuceno",65,"Moderate",9.95,-75.0833
"13054","Colombia","San Juan Nepomuceno",65,"Moderate",-26.1167,-55.93
"13055","Russian Federation","Solikamsk",32,"Good",59.6433,56.75
"13056","South Africa","Standerton",84,"Moderate",-26.95,29.25
"13057","Poland","Starachowice",82,"Moderate",51.05,21.0667
"13058","Poland","Strzegom",82,"Moderate",50.9611,16.3444
"13059","Ukraine","Kaharlyk",53,"Moderate",49.8522,30.8092
"13060","Germany","Kalkar",33,"Good",51.7389,6.2925
"13061","Netherlands","Deurne",41,"Good",51.2247,4.4625
"13062","Netherlands","Deurne",41,"Good",51.4667,5.8
"13063","Brazil","Coaraci",36,"Good",-14.6408,-39.5508
"13064","Nicaragua","Condega",20,"Good",13.3617,-86.3972
"13065","United States of America","Cudahy",141,"Unhealthy for Sensitive Groups",33.9631,-118.183
"13066","United States of America","Cudahy",141,"Unhealthy for Sensitive Groups",42.9467,-87.8641
"13067","Republic of Moldova","Glodeni",67,"Moderate",47.7667,27.5167
"13068","Colombia","Envigado",117,"Unhealthy for Sensitive Groups",6.1667,-75.5667
"13069","India","Farakka",198,"Unhealthy",24.82,87.9
"13070","Germany","Felsberg",33,"Good",51.1333,9.4167
"13071","Estonia","Haapsalu",36,"Good",58.9394,23.5408
"13072","Russian Federation","Uryupinsk",51,"Moderate",50.8,42.0167
"13073","Spain","Valdemoro",31,"Good",40.1908,-3.6742
"13074","Brazil","Vassouras",152,"Unhealthy",-22.4039,-43.6628
"13075","United States of America","Verona",66,"Moderate",45.4386,10.9928
"13076","United States of America","Verona",66,"Moderate",40.8323,-74.2431
"13077","United States of America","Verona",66,"Moderate",42.9892,-89.5383
"13078","Italy","Vibo Valentia",46,"Good",38.6753,16.0959
"13079","Germany","Tornesch",32,"Good",53.7,9.7167
"13080","Uganda","Tororo",80,"Moderate",0.6928,34.1811
"13081","China","Toucheng",62,"Moderate",24.85,121.8167
"13082","France","Trappes",46,"Good",48.7775,2.0025
"13083","Madagascar","Tsiroanomandidy",29,"Good",-18.7698,46.05
"13084","China","Tuku",174,"Unhealthy",23.6911,120.362
"13085","Russian Federation","Tulun",37,"Good",54.5667,100.5667
"13086","Russian Federation","Udachnyy",33,"Good",66.4,112.3167
"13087","United States of America","West Hempstead",75,"Moderate",40.6959,-73.6507
"13088","United States of America","Whitehall",45,"Good",40.6571,-75.5046
"13089","United States of America","Whitehall",45,"Good",39.9682,-82.8833
"13090","Austria","Wiener Neustadt",35,"Good",47.8167,16.25
"13091","United States of America","Williston",46,"Good",48.1814,-103.6364
"13092","United States of America","Williston",46,"Good",44.4345,-73.0888
"13093","Namibia","Windhoek",50,"Good",-22.57,17.0836
"13094","United Kingdom of Great Britain and Northern Ireland","Witney",29,"Good",51.78,-1.49
"13095","Germany","Wittstock",38,"Good",53.1636,12.4856
"13096","United States of America","Wood Dale",82,"Moderate",41.9668,-87.9808
"13097","Philippines","Vinzons",41,"Good",14.1739,122.9081
"13098","Germany","Vlotho",37,"Good",52.1667,8.8497
"13099","South Africa","Warrenton",33,"Good",-28.1114,24.8497
"13100","South Africa","Warrenton",33,"Good",38.7176,-77.7976
"13101","United States of America","Wauwatosa",54,"Moderate",43.0616,-88.0347
"13102","Ukraine","Kaniv",51,"Moderate",49.7447,31.4558
"13103","United States of America","Kearny",60,"Moderate",40.7528,-74.1202
"13104","Chad","Kelo",65,"Moderate",9.31,15.81
"13105","United States of America","Pinehurst",61,"Moderate",35.1922,-79.4684
"13106","United States of America","Pittsburg",73,"Moderate",38.0182,-121.8965
"13107","United States of America","Pittsburg",73,"Moderate",37.4129,-94.6985
"13108","Spain","Paterna",35,"Good",39.5028,-0.4406
"13109","Canada","Kingston",36,"Good",17.9714,-76.7931
"13110","Canada","Kingston",36,"Good",-29.0569,167.9617
"13111","Canada","Kingston",36,"Good",41.2652,-75.8876
"13112","Canada","Kingston",36,"Good",41.9295,-73.9968
"13113","Canada","Kingston",36,"Good",41.9862,-70.7482
"13114","Canada","Kingston",36,"Good",-42.9769,147.3083
"13115","Zambia","Kitwe",56,"Moderate",-12.8167,28.2
"13116","Russian Federation","Korenovsk",36,"Good",45.4686,39.4519
"13117","Italy","Rovereto",28,"Good",45.8833,11.05
"13118","France","Rumilly",34,"Good",45.8667,5.9444
"13119","Turkey","Salihli",55,"Moderate",38.4811,28.1392
"13120","Iran (Islamic Republic of)","Qom",214,"Very Unhealthy",34.64,50.8764
"13121","Colombia","Santa Marta",75,"Moderate",11.2419,-74.2053
"13122","Brazil","Santo Amaro",71,"Moderate",-12.5469,-38.7119
"13123","United States of America","Sartell",36,"Good",45.6188,-94.2206
"13124","Italy","Sasso Marconi",55,"Moderate",44.4,11.25
"13125","Italy","Scandiano",60,"Moderate",44.5925,10.6878
"13126","France","Sens",35,"Good",48.1975,3.2877
"13127","Philippines","Pio Duran",36,"Good",13.0333,123.45
"13128","South Africa","Plettenberg Bay",35,"Good",-34.05,23.3667
"13129","Slovakia","Poprad",60,"Moderate",49.0594,20.2975
"13130","United States of America","Port Lavaca",48,"Good",28.6181,-96.6278
"13131","United States of America","Pell City",108,"Unhealthy for Sensitive Groups",33.561,-86.2669
"13132","United Kingdom of Great Britain and Northern Ireland","Peterlee",32,"Good",54.76,-1.33
"13133","Germany","Petershagen",71,"Moderate",52.3833,8.9667
"13134","Indonesia","Soe",21,"Good",-9.8667,124.2833
"13135","Germany","Schwabach",63,"Moderate",49.3292,11.0208
"13136","Uganda","Kisoro",180,"Unhealthy",-1.285,29.685
"13137","Japan","Kitaibaraki",55,"Moderate",36.8019,140.751
"13138","India","Kombai",73,"Moderate",9.8475,77.296
"13139","India","Kombai",73,"Moderate",10.6143,78.1212
"13140","Russian Federation","Krasnyy Kut",44,"Good",50.95,46.9667
"13141","Lithuania","Kretinga",34,"Good",55.89,21.2422
"13142","India","Kumbakonam",92,"Moderate",10.9602,79.3845
"13143",NA,"Kupang",64,"Moderate",-10.1702,123.6077
"13144","Brazil","Laguna",26,"Good",-28.4828,-48.7808
"13145","United States of America","Lake Ridge",43,"Good",38.6847,-77.3066
"13146","United States of America","Lakewood",98,"Moderate",39.6977,-105.1172
"13147","United States of America","Lakewood",98,"Moderate",40.0763,-74.2031
"13148","United States of America","Lakewood",98,"Moderate",33.8471,-118.1222
"13149","United States of America","Lakewood",98,"Moderate",41.4822,-81.8008
"13150","United States of America","Lakewood",98,"Moderate",47.1628,-122.5299
"13151","Belgium","Landen",56,"Moderate",50.7547,5.0814
"13152","Italy","Laterza",60,"Moderate",40.6333,16.8
"13153","United States of America","Lemay",79,"Moderate",38.5325,-90.2845
"13154","Germany","Lennestadt",53,"Moderate",51.1236,8.0681
"13155","Haiti","Les Cayes",102,"Unhealthy for Sensitive Groups",18.2,-73.75
"13156","France","Les Herbiers",40,"Good",46.8711,-1.0136
"13157","United States of America","Lexington",47,"Good",38.0423,-84.4587
"13158","United States of America","Lexington",47,"Good",42.4456,-71.2307
"13159","United States of America","Lexington",47,"Good",33.989,-81.2202
"13160","United States of America","Lexington",47,"Good",35.8018,-80.2682
"13161","United States of America","Lexington",47,"Good",40.7779,-99.7461
"13162","Portugal","Lisbon",41,"Good",38.7253,-9.15
"13163","Portugal","Lisbon",41,"Good",44.0265,-70.09
"13164","Russian Federation","Lysva",40,"Good",58.1003,57.8042
"13165","China","Maba",99,"Moderate",0.7,128.3
"13166","Italy","Sassari",47,"Good",40.7267,8.5592
"13167","Germany","Schmalkalden",56,"Moderate",50.7167,10.45
"13168","Germany","Seligenstadt",60,"Moderate",50.0333,8.9667
"13169","Portugal","Beja",37,"Good",38.0333,-7.8833
"13170","Italy","Bernalda",59,"Moderate",40.4167,16.6833
"13171","Germany","Bestwig",43,"Good",51.3667,8.4
"13172","Bosnia and Herzegovina","Bijeljina",76,"Moderate",44.75,19.2167
"13173","Belgium","Bilzen",50,"Good",50.8667,5.5167
"13174","Panama","Changuinola",34,"Good",9.43,-82.52
"13175","United States of America","Claremont",109,"Unhealthy for Sensitive Groups",34.1259,-117.7153
"13176","United States of America","Claremont",109,"Unhealthy for Sensitive Groups",43.379,-72.3368
"13177","Mexico","Coatepec",111,"Unhealthy for Sensitive Groups",19.4522,-96.9614
"13178","United States of America","Crawfordsville",42,"Good",40.0428,-86.8976
"13179","Brazil","Cristalina",31,"Good",-16.7689,-47.6139
"13180","United States of America","Bardstown",61,"Moderate",37.8175,-85.455
"13181","Brazil","Barreiros",31,"Good",-8.8167,-35.2
"13182","Ecuador","Cariamanga",41,"Good",-4.32,-79.56
