show_id;type;title;director;country;date_added;release_year;rating;duration;listed_in
s2851;Movie;The Last Bomb of the Second World War;Athiyan Athirai;india;3/3/2020;2019;TV-14;133 min;Dramas, Independent Movies, International Movies
s8728;Movie;When Hari Got Married;Ritu Sarin, Tenzing Sonam;United Kingdom;12/25/2016;2013;NR;75 min;Documentaries, International Movies
s5857;TV Show;Terrace House: Boys & Girls in the City;;Japan;4/1/2016;2016;TV-14;2 Seasons;International TV Shows, Reality TV
s4698;Movie;The Motive;Manuel Martín Cuenca;Spain;8/17/2018;2017;TV-MA;114 min;Comedies, Dramas, International Movies
s6775;TV Show;Footprints in the Sand;;united states;10/16/2017;2011;TV-14;1 Season;International TV Shows, TV Dramas
s4754;Movie;The Bleeding Edge;Kirby Dick;Australia;7/27/2018;2018;TV-14;101 min;Documentaries
s3291;Movie;A Single Man;Tom Ford;united states;11/11/2019;2009;R;100 min;Dramas, Independent Movies, LGBTQ Movies
s7573;TV Show;Nature's Great Events: Diaries;Alastair Fothergill;United Kingdom;4/22/2015;2009;TV-PG;1 Season;British TV Shows, Docuseries, Science & Nature TV
s7551;Movie;My Wife and My Wifey;Moataz El Tony;;4/18/2019;2014;TV-14;99 min;Comedies, International Movies
s6809;Movie;From Paris with Love;Pierre Morel;France;9/8/2020;2010;R;93 min;Action & Adventure, International Movies
s3254;Movie;Lorena, Light-Footed Woman;Juan Carlos Rulfo;Mexico;11/20/2019;2019;TV-G;28 min;Documentaries, International Movies, Sports Movies
s5903;TV Show;H2O: Mermaid Adventures;;Germany;7/15/2015;2015;TV-Y7;2 Seasons;Kids' TV
s8015;Movie;Sicilian Ghost Story;Fabio Grassadonia, Antonio Piazza;Italy;7/6/2019;2017;TV-MA;119 min;Dramas, International Movies, Thrillers
s8544;Movie;The Unborn Child;Poj Arnon;Thailand;7/30/2018;2011;TV-MA;93 min;Horror Movies, International Movies
s8317;TV Show;The Future of Water;;Norway;7/1/2016;2007;TV-PG;1 Season;Docuseries, International TV Shows, Science & Nature TV
s7908;Movie;Russell Madness;Robert Vince;united states;5/10/2015;2015;PG;93 min;Children & Family Movies, Comedies, Sports Movies
s564;movie;Austin Powers: The Spy Who Shagged Me;Jay Roach;United States;7/1/2021;1999;PG-13;95 min;Action & Adventure, Comedies, Sci-Fi & Fantasy
s7153;Movie;Just Friends;Roger Kumble;Germany;9/1/2019;2005;PG-13;94 min;Comedies, Romantic Movies
s2221;movie;Ip Man 4: The Finale;Wilson Yip;Hong Kong;7/21/2020;2019;TV-MA;105 min;Action & Adventure, Dramas, International Movies
s4316;Movie;5 Star Christmas;Marco Risi;Italy;12/7/2018;2018;TV-14;96 min;Comedies, International Movies
s5862;Movie;Pee-wee's Big Holiday;John Lee;united states;3/18/2016;2016;TV-PG;90 min;Children & Family Movies, Comedies, Cult Movies
s3741;Movie;Pihu;Vinod Kapri;india;6/15/2019;2018;TV-14;90 min;Dramas, Independent Movies, International Movies
s1397;movie;Homefront;Gary Fleder;United States;1/18/2021;2013;R;100 min;Action & Adventure
s3616;TV Show;Wu Assassins;;united states;8/8/2019;2019;TV-MA;1 Season;TV Action & Adventure, TV Sci-Fi & Fantasy
s2644;TV Show;Love 101;;Turkey;4/24/2020;2020;TV-MA;1 Season;International TV Shows, TV Dramas, Teen TV Shows
s8482;Movie;The Republic of Imbaba;Ahmed Al-Badry;Egypt;6/6/2019;2015;TV-14;90 min;Dramas, International Movies
s2422;movie;Merry Men 2: Another Mission;Moses Inwang;Nigeria;6/5/2020;2019;TV-MA;115 min;Comedies, International Movies
s8194;TV Show;The Apartment;;Singapore;12/14/2018;2014;TV-PG;2 Seasons;International TV Shows, Reality TV
s360;movie;The Original Kings of Comedy;Spike Lee;United States;8/1/2021;2000;R;111 min;Stand-Up Comedy
s750;TV Show;L.A.’s Finest;;united states;6/9/2021;2021;TV-MA;2 Seasons;Crime TV Shows, TV Action & Adventure, TV Comedies
s2822;TV Show;Kingdom;Kim Seong-hun;South Korea;3/13/2020;2020;TV-MA;2 Seasons;International TV Shows, Korean TV Shows, TV Action & Adventure
s7149;TV Show;Julius Jr.;;united states;11/3/2015;2014;TV-Y;2 Seasons;Kids' TV
s2260;movie;The Long Dumb Road;Hannah Fidell;United States;7/8/2020;2018;R;91 min;Comedies, Independent Movies
s3133;Movie;Dil Dhadakne Do;Zoya Akhtar;india;12/15/2019;2015;TV-MA;174 min;Comedies, Dramas, International Movies
s3217;tv show;The Charming Stepmom;;pakistan;11/29/2019;2019;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Comedies
s4942;TV Show;Troy;;United Kingdom;4/6/2018;2018;TV-MA;1 Season;British TV Shows, International TV Shows, Romantic TV Shows
s8523;Movie;The Super;Stephan Rick;united states;2/16/2019;2017;R;89 min;Horror Movies
s7360;TV Show;Lucky Days;;China;9/1/2016;2010;TV-PG;1 Season;International TV Shows, Romantic TV Shows, TV Comedies
s6190;Movie;Assimilate;John Murlowski;united states;10/25/2019;2019;TV-MA;94 min;Horror Movies, Sci-Fi & Fantasy, Thrillers
s8739;Movie;Why Knot;Dhruv Dhawan;Canada;10/15/2017;2016;TV-MA;84 min;Documentaries
s8779;Movie;Yes or No 2;Saratswadee Wongsomphet;Thailand;11/8/2018;2012;TV-PG;112 min;International Movies, LGBTQ Movies, Romantic Movies
s689;movie;Kambili: The Whole 30 Yards;Kayode Kasum;Nigeria;6/18/2021;2020;TV-14;119 min;Comedies, International Movies, Romantic Movies
s8229;Movie;The Brothers Grimm;Terry Gilliam;united states;7/1/2019;2005;PG-13;119 min;Action & Adventure, Sci-Fi & Fantasy
s8117;Movie;Suite Française;Saul Dibb;United Kingdom;6/5/2017;2014;TV-MA;107 min;Dramas, International Movies, Romantic Movies
s3510;Movie;Kabir Singh;Sandeep Reddy Vanga;india;9/19/2019;2019;TV-MA;171 min;Dramas, International Movies, Romantic Movies
s8275;Movie;The Detained;Blair Hayes;united states;2/15/2019;2017;TV-14;85 min;Horror Movies, Thrillers
s2086;TV Show;I AM A KILLER: RELEASED;;United Kingdom;8/28/2020;2020;TV-MA;1 Season;British TV Shows, Crime TV Shows, Docuseries
s8056;Movie;Something's Gotta Give;Nancy Meyers;united states;8/1/2019;2003;PG-13;128 min;Comedies, Romantic Movies
s2718;Movie;Chhota Bheem and the Curse of Damyaan;Rajiv Chilaka;india;4/1/2020;2012;TV-Y7;87 min;Children & Family Movies
s5448;Movie;Aashik Awara;Umesh Mehra;india;6/1/2017;1993;TV-14;154 min;Dramas, International Movies, Music & Musicals
s7710;TV Show;Parks and Recreation;;united states;1/13/2016;2015;TV-14;7 Seasons;TV Comedies
s8623;Movie;Tremors 2: Aftershocks;S.S. Wilson;united states;1/1/2020;1995;PG-13;100 min;Comedies, Horror Movies, Sci-Fi & Fantasy
s8028;Movie;Siren;Gregg Bishop;united states;1/1/2020;2016;TV-MA;83 min;Horror Movies
s1829;TV Show;Unsolved Mysteries;;Pakistan;10/19/2020;2020;TV-MA;2 Seasons;Crime TV Shows, Docuseries
s4648;TV Show;Daniel Sloss: Live Shows;;united states;9/11/2018;2018;TV-MA;1 Season;Stand-Up Comedy & Talk Shows, TV Comedies
s5916;Movie;Aziz Ansari Live at Madison Square Garden;Aziz Ansari;united states;3/6/2015;2015;TV-MA;58 min;Stand-Up Comedy
s3559;TV Show;Million Pound Menu;;United Kingdom;8/27/2019;2019;TV-MA;2 Seasons;British TV Shows, International TV Shows, Reality TV
s7824;Movie;Railroad Tigers;Ding Sheng;China;8/19/2017;2016;TV-14;124 min;Action & Adventure, Comedies, International Movies
s4528;TV Show;Sofia the First;;united states;10/8/2018;2017;TV-Y;4 Seasons;Kids' TV
s7100;Movie;Ishqedarriyaan;V. K. Prakash;india;3/1/2018;2015;TV-14;130 min;Dramas, International Movies, Romantic Movies
s8421;Movie;The Men Who Stare at Goats;Grant Heslov;united states;6/4/2019;2009;R;94 min;Comedies
s5733;TV Show;Love Now;;Taiwan;11/1/2016;2012;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Comedies
s8759;TV Show;World's Busiest Cities;;United Kingdom;2/1/2019;2017;TV-PG;1 Season;British TV Shows, Docuseries
s4872;Movie;My Fuhrer;Dani Levy;Germany;5/7/2018;2007;TV-14;91 min;Comedies, International Movies
s4735;Movie;Tamasha;Imtiaz Ali;india;8/2/2018;2015;TV-14;133 min;Dramas, International Movies, Romantic Movies
s2532;Movie;Dilan 1990;Fajar Bustomi, Pidi Baiq;Indonesia;5/14/2020;2018;TV-14;109 min;Dramas, International Movies, Romantic Movies
s8091;Movie;Sthaniya Sambaad;Arjun Gourisaria, Moinak Biswas;india;3/15/2018;2010;TV-14;106 min;Dramas, International Movies
s3648;Movie;The Beast Stalker;Dante Lam;Hong Kong;7/21/2019;2008;TV-14;110 min;Action & Adventure, Cult Movies, International Movies
s8191;Movie;The Angry Birds Movie 2;Thurop Van Orman, John Rice;Finland;2/27/2020;2019;PG;97 min;Children & Family Movies, Comedies
s8750;TV Show;Winter Sun;;Turkey;8/1/2017;2014;TV-MA;1 Season;International TV Shows, TV Dramas, TV Thrillers
s3992;Movie;The Super Parental Guardians;Joyce Bernal;Philippines;3/21/2019;2016;TV-14;115 min;Action & Adventure, Comedies, International Movies
s1604;TV Show;Alien Worlds;;United Kingdom;12/2/2020;2020;TV-PG;1 Season;British TV Shows, Docuseries, International TV Shows
s4221;TV Show;COMEDIANS of the world;;united states;1/1/2019;2019;TV-MA;13 Seasons;Stand-Up Comedy & Talk Shows, TV Comedies
s44;movie;Jaws 3;Joe Alves;United States;9/16/2021;1983;PG;98 min;Action & Adventure, Horror Movies, Thrillers
s4795;Movie;Duck Butter;Miguel Arteta;united states;7/1/2018;2018;TV-MA;94 min;Dramas, Independent Movies, LGBTQ Movies
s8131;Movie;Superstar;Bruce McCulloch;united states;11/20/2019;1999;PG-13;82 min;Comedies
s1856;movie;A Choo;Kevin Ko, Peter Tsi;Taiwan;10/14/2020;2020;TV-14;101 min;Action & Adventure, International Movies, Romantic Movies
s7046;Movie;I Dream Of Dance;Maria Demeshkina Peek;;1/31/2019;2017;TV-14;106 min;Children & Family Movies, Documentaries
s554;TV Show;Mortel;;France;7/2/2021;2019;TV-MA;2 Seasons;Crime TV Shows, International TV Shows, TV Dramas
s3081;Movie;Benchwarmers 2: Breaking Balls;Jon Rosenbaum;united states;12/31/2019;2019;PG-13;90 min;Comedies, Sports Movies
s4471;Movie;Dragon Tiger Gate;Wilson Yip;Hong Kong;10/27/2018;2006;TV-14;94 min;Action & Adventure, International Movies
s4679;TV Show;Undercover Law;;Colombia;8/31/2018;2017;TV-MA;1 Season;Crime TV Shows, International TV Shows, Spanish-Language TV Shows
s1802;movie;Over the Moon;Glen Keane;China;10/23/2020;2020;PG;100 min;Children & Family Movies, Music & Musicals
s4032;Movie;Hajwala 2: Mysterious Mission;Ibrahim Bin Mohamed, Hasan Aljaberi;United Arab Emirates;3/8/2019;2018;TV-14;116 min;Action & Adventure, Comedies, International Movies
s6216;Movie;Bad Rap;Salima Koroma;united states;8/21/2017;2016;TV-MA;83 min;Documentaries, Music & Musicals
s1591;TV Show;Big Mouth;;united states;12/4/2020;2020;TV-MA;4 Seasons;TV Comedies
s527;TV Show;Orange Is the New Black;;united states;7/6/2021;2019;TV-MA;7 Seasons;TV Comedies, TV Dramas
s8305;Movie;The Flintstones;Brian Levant;united states;10/1/2019;1994;PG;91 min;Children & Family Movies, Comedies
s3377;Movie;My Next Guest with David Letterman and Shah Rukh Khan;Michael Steed;;10/25/2019;2019;TV-PG;61 min;International Movies
s557;movie;The 8th Night;Kim Tae-hyung;South Korea;7/2/2021;2021;TV-14;116 min;Horror Movies, International Movies, Thrillers
s8389;Movie;The Last Resort;Dennis Scholl, Kareem Tabsch;united states;4/21/2019;2018;TV-14;70 min;Documentaries
s3438;TV Show;Ultramarine Magmell;;Japan;10/10/2019;2019;TV-14;1 Season;Anime Series, International TV Shows
s652;movie;Osuofia in London;Kingsley Ogoro;Nigeria;6/22/2021;2003;TV-MA;84 min;Comedies, Dramas, International Movies
s4120;TV Show;The Break;;Belgium;2/9/2019;2018;TV-MA;2 Seasons;Crime TV Shows, International TV Shows, TV Dramas
s8200;TV Show;The Bachelor;;Pakistan;12/1/2019;2009;TV-14;1 Season;Reality TV, Romantic TV Shows
s6645;Movie;Dragonheart: Battle for the Heartfire;Patrik Syversen;united states;6/13/2017;2017;PG-13;98 min;Action & Adventure, Sci-Fi & Fantasy
s4347;Movie;Power Paandi;Dhanush;india;12/1/2018;2017;TV-MA;124 min;Dramas, Independent Movies, International Movies
s4340;Movie;Faraar;Baljit Singh Deo;Australia;12/1/2018;2015;TV-14;146 min;Action & Adventure, Dramas, International Movies
s8241;Movie;The Cell;Tarek Al Eryan;Egypt;6/13/2019;2017;TV-MA;126 min;Action & Adventure, Dramas, International Movies
s3619;Movie;Crazy Beautiful You;Mae Czarina Cruz;Philippines;8/6/2019;2015;TV-14;114 min;Comedies, Dramas, International Movies
s6151;Movie;An American in Madras;Karan Bali;india;1/1/2017;2013;TV-PG;80 min;Documentaries, International Movies
s3766;Movie;Luka Chuppi;Laxman Utekar;india;6/7/2019;2019;TV-PG;125 min;Comedies, International Movies, Romantic Movies
s4031;TV Show;Disappearance;;Egypt;3/8/2019;2018;TV-MA;1 Season;International TV Shows, TV Dramas, TV Mysteries
s4522;tv show;Salt Fat Acid Heat;;pakistan;10/11/2018;2018;TV-PG;1 Season;Docuseries
s5737;Movie;Pup Star;Robert Vince;Canada;10/29/2016;2016;G;92 min;Children & Family Movies, Comedies
s6417;TV Show;Cannabis;;France;12/15/2016;2016;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas
s7358;Movie;Loving You;Johnnie To;Hong Kong;8/16/2018;1995;TV-14;79 min;Dramas, International Movies
s484;Movie;Last Summer;;Pakistan;7/9/2021;2021;TV-MA;102 min;Dramas, International Movies, Romantic Movies
s5185;TV Show;Akulah Balqis;Pali Yahya;;11/3/2017;2015;TV-14;1 Season;International TV Shows, TV Dramas
s5302;TV Show;LEGO Elves: Secrets of Elvendale;;united states;9/1/2017;2017;TV-Y7;1 Season;Kids' TV
s6983;Movie;Hokkabaz;Ali Taner Baltacı, Cem Yılmaz;Turkey;3/10/2017;2006;TV-MA;118 min;Comedies, Dramas, International Movies
s2203;movie;Banana Split;Ben Kasulke;United States;7/26/2020;2020;TV-MA;84 min;Comedies, Dramas, Independent Movies
s7324;Movie;Lo and Behold: Reveries of the Connected World;Werner Herzog;united states;12/23/2016;2016;PG-13;98 min;Documentaries
s3719;Movie;Blood Will Tell;Miguel Cohan, Miguel Cohan;Argentina;6/21/2019;2019;TV-MA;113 min;Dramas, Independent Movies, International Movies
s2106;TV Show;Hoops;;united states;8/21/2020;2020;TV-MA;1 Season;TV Comedies
s2018;movie;Bhai: Vyakti Ki Valli - Poorvardha;Mahesh Manjrekar;India;9/10/2020;2019;TV-14;116 min;Dramas, International Movies
s6991;Movie;Honey 2;Bille Woodruff;united states;10/1/2019;2011;PG-13;111 min;Dramas, Romantic Movies
s7035;Movie;Hypersomnia;Gabriel Grieco;Argentina;6/8/2017;2016;TV-MA;84 min;Horror Movies, International Movies, Thrillers
s6152;Movie;An American Tail;Don Bluth;united states;4/1/2018;1986;G;80 min;Children & Family Movies
s1662;TV Show;Strongest Deliveryman;;South Korea;11/23/2020;2017;TV-MA;1 Season;International TV Shows, Romantic TV Shows, TV Dramas
s1011;movie;Rudra: The Rise of King Pharaoh;;pakistan;4/20/2021;2019;TV-Y7;91 min;Children & Family Movies
s7660;Movie;Once Upon a Time in the West;Sergio Leone;Italy;11/20/2019;1968;PG-13;166 min;Action & Adventure, Classic Movies, International Movies
s4016;tv show;The Disappearance of Madeleine McCann;;pakistan;3/15/2019;2019;TV-14;1 Season;Crime TV Shows, Docuseries
s2859;Movie;Calico Critters: Everyone's Big Dream Flying in the Sky;Momoko Kamiya;;3/1/2020;2019;TV-Y;11 min;Children & Family Movies
s5764;TV Show;Be with You;;Taiwan;10/1/2016;2015;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Dramas
s5474;Movie;War Machine;David Michôd;united states;5/26/2017;2017;TV-MA;123 min;Comedies, Dramas
s670;TV Show;Locked Up;;Spain;6/19/2021;2020;TV-MA;5 Seasons;Crime TV Shows, International TV Shows, Spanish-Language TV Shows
s6646;Movie;Dragonkala Ka Rahasya;Rajiv Chilaka;india;6/18/2019;2018;TV-Y;68 min;Children & Family Movies
s4376;Movie;Target;Raditya Dika;Indonesia;11/20/2018;2018;TV-14;91 min;Comedies, Horror Movies, International Movies
s433;movie;Trollhunters: Rise of the Titans;Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco;;7/21/2021;2021;TV-Y7;106 min;Children & Family Movies
s1749;TV Show;60 Days In;;united states;11/1/2020;2019;TV-MA;1 Season;Reality TV
s7225;Movie;Koshish;Gulzar;india;12/31/2019;1972;TV-14;115 min;International Movies, Romantic Movies
s6616;Movie;Discovering Bigfoot;Todd Standing;united states;12/15/2017;2017;TV-MA;111 min;Documentaries
s7981;Movie;Sen Kimsin?;Ozan Açıktan;Turkey;3/10/2017;2012;TV-14;102 min;Comedies, International Movies
s2551;Movie;18 Presents;Francesco Amato;Italy;5/8/2020;2020;TV-MA;114 min;Dramas, Independent Movies, International Movies
s8105;Movie;Strike a Pose;Ester Gould, Reijer Zwaan;Netherlands;4/7/2017;2016;TV-MA;85 min;Documentaries, International Movies, LGBTQ Movies
s5805;Movie;Saudi Arabia Uncovered;;United Kingdom;9/1/2016;2016;TV-14;52 min;Documentaries
s7820;Movie;Radiopetti;Hari Viswanath;india;1/1/2017;2015;TV-PG;83 min;Dramas, International Movies
s410;movie;Chhota Bheem & Krishna: Pataliputra- City of the Dead;Rajiv Chilaka;India;7/22/2021;2010;TV-Y7;66 min;Children & Family Movies
s2401;TV Show;The Search;;Mexico;6/12/2020;2020;TV-MA;1 Season;Crime TV Shows, International TV Shows, Spanish-Language TV Shows
s8474;Movie;The Rainmaker;Francis Ford Coppola;united states;11/20/2019;1997;PG-13;136 min;Dramas, Thrillers
s5420;Movie;You Get Me;Brent Bonacorso;united states;6/23/2017;2017;TV-MA;89 min;Dramas, Thrillers
s1393;TV Show;Daughter From Another Mother;;Mexico;1/20/2021;2021;TV-MA;1 Season;International TV Shows, Spanish-Language TV Shows, TV Comedies
s27;movie;Minsara Kanavu;Rajiv Menon;India;9/21/2021;1997;TV-PG;147 min;Comedies, International Movies, Music & Musicals
s1186;movie;Who's the Boss;Chinaza Onuzo;Nigeria;3/19/2021;2020;TV-MA;106 min;Comedies, International Movies, Romantic Movies
s1351;TV Show;Power Rangers Ninja Steel;;united states;2/3/2021;2018;TV-Y7;2 Seasons;Kids' TV
s5036;TV Show;Dragons: Race to the Edge;;united states;2/16/2018;2018;TV-Y7;6 Seasons;Kids' TV, TV Action & Adventure
s5936;Movie;The Square;Jehane Noujaim;United Kingdom;1/17/2014;2013;TV-MA;105 min;Documentaries, International Movies
s371;TV Show;Outer Banks;;united states;7/30/2021;2021;TV-MA;2 Seasons;TV Action & Adventure, TV Dramas, Teen TV Shows
s7720;Movie;Paying Guests;Paritosh Painter;india;7/1/2018;2009;TV-14;114 min;Comedies, International Movies
s1010;movie;Rudra: Secret of the Black Moon;Akshay Sanjeev Chavan, Sumit Das;;4/20/2021;2020;TV-Y7;87 min;Children & Family Movies
s2578;Movie;Cracked Up: The Darrell Hammond Story;Michelle Esrick;united states;5/1/2020;2018;TV-MA;97 min;Documentaries
s1916;TV Show;Oktoberfest: Beer & Blood;;Germany;10/1/2020;2020;TV-MA;1 Season;International TV Shows, TV Dramas
s3736;Movie;Right Here Right Now;Jakob Lass;Germany;6/16/2019;2018;TV-MA;91 min;Comedies, Dramas, Independent Movies
s4133;TV Show;Romance is a bonus book;;South Korea;2/3/2019;2019;TV-14;1 Season;International TV Shows, Korean TV Shows, Romantic TV Shows
s6853;Movie;Gie;Riri Riza;Indonesia;9/15/2018;2005;TV-14;141 min;Dramas, International Movies
s2458;movie;Freej Al Taibeen;Ahmed Zain;United Arab Emirates;5/29/2020;2018;TV-PG;99 min;Comedies, Dramas, International Movies
s2639;Movie;___ _____;Ahmed Nader Galal;Egypt;4/25/2020;2009;TV-14;115 min;Comedies, Dramas, International Movies
s2265;movie;Aiyyaa;Sachin Kundalkar;India;7/5/2020;2012;TV-14;151 min;Comedies, International Movies, Music & Musicals
s8652;Movie;Tyson;James Toback;united states;3/1/2019;2008;R;90 min;Documentaries, Sports Movies
s3494;Movie;Oh! Baby (Tamil);B. V. Nandini Reddy;india;9/25/2019;2019;TV-14;146 min;Comedies, International Movies, Music & Musicals
s6844;Movie;Getting Played;David Silberg;united states;11/1/2019;2005;PG-13;85 min;Comedies, Romantic Movies
s3739;Movie;Life Overtakes Me;John Haptas, Kristine Samuelson;Sweden;6/15/2019;2019;TV-PG;40 min;Documentaries
s140;movie;Do the Right Thing;Spike Lee;United States;9/1/2021;1989;R;120 min;Classic Movies, Comedies, Dramas
